entity,cusip,cik,date,tickercusip,nameOfIssuer,shares,value
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464288661,1634228,6/30/2020,IEI,ISHARES TR,1407,188000
"0001699622    ACCESS FINANCIAL SERVICES, INC.
Name: entity, dtype: object",464288851,1699622,6/30/2020,IEO,ISHARES TR,23923,807000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",33738R886,1722641,3/31/2020,IFV,FIRST TRUST DORSEY WRIGHT INTERNATIONAL FOCUS 5 ETF,450,7000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45408X308,1722641,12/31/2019,IGC,INDIA GLOBALIZATION CAP INC COM NEW,100,0
"0001634228    AdvicePeriod, LLC
Name: entity, dtype: object",464288372,1634228,6/30/2020,IGF,ISHARES TR,225405,8631000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",95790A101,1722641,6/30/2020,IGI,WESTERN ASSET INV GRD FD ,691,15000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46435G524,1722641,6/30/2020,IGRO,ISHARES INTERNATIONAL DIVIDEND GROWTH ETF,155,8000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",92912P108,1722641,6/30/2020,IHD,VOYA EMERGING MKTS HIGH DIVID COM,490,3000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",97717X594,1722641,6/30/2020,IHDG,WISDOMTREE INTERNATIONAL HEDGED QUALITY DIVIDEND GROWTH FUND,1455,51000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464288828,1722641,6/30/2020,IHF,ISHARES U.S. HEALTHCARE PROVIDERS ETF,1374,265000
"0001696260    Good Life Advisors, LLC
Name: entity, dtype: object",464288810,1696260,6/30/2020,IHI,ISHARES TR,2234,588000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",4.52E+113,1645382,6/30/2020,IMAX,IMAX CORP,14482,162000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",452907108,1537014,6/30/2020,IMMU,IMMUNOMEDICS INC,50,2000
"0001269950    DELTEC ASSET MANAGEMENT LLC
Name: entity, dtype: object",46429B598,1269950,6/30/2020,INDA,ISHARES TR,16800,488000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",457730109,1558481,6/30/2020,INSP,INSPIRE MEDICAL SYSTEMS INC,4902,427000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",45781U103,1537014,12/31/2019,INST,INSTRUCTURE INC,187301,9000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287572,1722641,6/30/2020,IOO,ISHARES TR S&P GLOBAL 100 INDEXFD,652,34000
"0001598841    Advisors Preferred, LLC
Name: entity, dtype: object",78464A656,1598841,6/30/2020,IPE,SPDR PORTFOLIO TIPS ETF,4647,140000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",45772F107,1558481,6/30/2020,IPHI,INPHI CORP,10309,1211000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",46432F859,1645382,6/30/2020,ISTB,ISHARES TR,4865,250000
"0001680638    Paragon Wealth Strategies, LLC
Name: entity, dtype: object",464288752,1680638,6/30/2020,ITB,ISHARES U.S. HOME CONSTRUCTION ETF,130137,5746000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78464A672,1722641,6/30/2020,ITE,SPDR PORTFOLIO INTERMEDIATE TERM TREASURY ETF,996,33000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287382,1722641,3/31/2020,ITF,ISHARES JPX-NIKKEI 400 ETF,50,3000
"0001696260    Good Life Advisors, LLC
Name: entity, dtype: object",464287671,1696260,6/30/2020,IUSG,ISHARES TR,52226,3757000
"0001576654    Rikoon Group, LLC
Name: entity, dtype: object",464287663,1576654,6/30/2020,IUSV,ISHARES TR,7844,410000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",921932885,1722641,6/30/2020,IVOO,VANGUARD S&P MID-CAP 400 ETF,475,57000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287341,1722641,6/30/2020,IXC,ISHARES S&P GLOBAL ENERGY,12029,235000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287580,1722641,6/30/2020,IYC,ISHARES U.S. CONSUMER SERVICES ETF,94,21000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287796,1722641,6/30/2020,IYE,ISHARES DJ US ENERGY,2700,54000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287770,1722641,6/30/2020,IYG,ISHARES TR DOW JONES U S FINL SVCS,1091,130000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287754,1722641,6/30/2020,IYJ,ISHARES DJ US INDUSTRIAL,43,6000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",464287812,1759803,6/30/2020,IYK,ISHARES TR,2217,283000
"0000903783    OLD SECOND NATIONAL BANK OF AURORA
Name: entity, dtype: object",464287838,903783,6/30/2020,IYM,I Shares U.S. Basic Materials EFT,50,4000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287846,1722641,6/30/2020,IYY,ISHARES TR DOW JONES U S TOTAL MKT INDEX,89,14000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",47109U104,1722641,12/31/2019,JOF,JAPAN SMALLER CAPITALIZATION FUND,2166,19000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",483497103,1722641,6/30/2020,KALV,KALVISTA PHARMACEUTICALS INC COM,142,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",494274103,1722641,6/30/2020,KBAL,KIMBALL INTERNATIONAL INC-CL B,87026,1006000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78464A771,1722641,6/30/2020,KCE,SPDR S&P CAPITAL MARKETS ETF,46,3000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",48251W104,1558481,6/30/2020,KKR,KKR & CO INC  A,116991,3613000
"0000903783    OLD SECOND NATIONAL BANK OF AURORA
Name: entity, dtype: object",4.97E+104,903783,6/30/2020,KL,Kirlkland Lake Gold Ltd,1000,41000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",483347100,1722641,6/30/2020,KLDO,KALEIDO BIOSCIENCES INC COM,200,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",483709101,1722641,6/30/2020,KNDI,KANDI TECHNOLOGIES CORP,10952,46000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",49714P108,1558481,6/30/2020,KNSL,KINSALE CAPITAL GROUP INC,4751,737000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",48576U106,1537014,6/30/2020,KPTI,KARYOPHARM THERAPEUTICS INC,259439,4914000
"0001634553    Domani Wealth, LLC
Name: entity, dtype: object",78464A698,1634553,6/30/2020,KRE,SPDR S&P Regional Banking ETF,9592,368000
"0001696260    Good Life Advisors, LLC
Name: entity, dtype: object",500767306,1696260,6/30/2020,KWEB,KRANESHARES TR,43107,2674000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",25490K323,1583751,3/31/2020,LABU,DIREXION SHS ETF TR,100,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",53680Q207,1722641,6/30/2020,LAC,LITHIUM AMERS CORP NEW COM NEW,3300,17000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",505743104,1558481,6/30/2020,LADR,LADDER CAPITAL CORP REIT,23333,189000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",65487K100,1722641,6/30/2020,LASR,NLIGHT INC COM,23,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",518613203,1558481,6/30/2020,LAUR,LAUREATE EDUCATION INC A,22749,227000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",529898108,1722641,3/31/2020,LBY,LIBBEY INC COM,1000,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",52472M101,1722641,6/30/2020,LEGH,LEGACY HOUSING CORP COM,700,10000
"0000710127    SEARLE &amp; CO.
Name: entity, dtype: object",52736R102,710127,6/30/2020,LEVI,LEVI STRAUSS & CO NEW,67800,909000
"0000913760    StoneX Group Inc.
Name: entity, dtype: object",37954Y855,913760,6/30/2020,LIT,GLOBAL X FDS,10831,345000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",503459604,1722641,12/31/2019,LJPC,LA JOLLA PHARMACEUTICAL CO COM PAR $.0001 2,500,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",54951L109,1722641,3/31/2020,LK,LUCKIN COFFEE INC SPONSORED ADS,2211,10000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",514766104,1722641,3/31/2020,LNDC,LANDEC CORP COM,2000,20000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",53803X105,1722641,6/30/2020,LOB,LIVE OAK BANCSHARES INC COM,1000,15000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",38526M106,1748766,6/30/2020,LOPE,GRAND CANYON ED INC,57,5000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",50212V100,1558481,6/30/2020,LPLA,LPL FINANCIAL HOLDINGS INC,17971,1409000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78464A367,1722641,12/31/2019,LWC,SPDR PORTFOLIO LONG TERM CORPORATE BOND ETF,2000,60000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",55903Q104,1722641,6/30/2020,MAG,MAG SILVER CORP COM,2544,36000
"0001576654    Rikoon Group, LLC
Name: entity, dtype: object",56035L104,1576654,6/30/2020,MAIN,MAIN STR CAP CORP,31660,992000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",58844R108,1722641,6/30/2020,MBIN,MERCHANTS BANCORP IND COM,64330,1189000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",607409109,1722641,6/30/2020,MBT,MOBILE TELESYSTEMS PJSC SPONSORED ADR,564,5000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",554225102,1722641,6/30/2020,MCBC,MACATAWA BK CORP COM,6506,51000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",584021109,1558481,6/30/2020,MDLA,MEDALLIA INC,17154,433000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",62845B104,1722641,3/31/2020,MFSF,MUTUALFIRST FINANCIAL INC.,19118,557000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",G14838109,1558481,6/30/2020,MIME,MIMECAST LTD,13405,558000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",V5633W109,1722641,3/31/2020,MMYT,MAKEMYTRIP LIMITED MAURITIUS SHS,463,6000
"0000903783    OLD SECOND NATIONAL BANK OF AURORA
Name: entity, dtype: object",45409B800,903783,6/30/2020,MNA,Indexiq Merger Arbitrage ETF,386,12000
"0001631408    Northstar Group, Inc.
Name: entity, dtype: object",G5785G107,1631408,6/30/2020,MNK,MALLINCKRODT PUB LTD CO,15068,40000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",609720107,1558481,6/30/2020,MNR,MONMOUTH REAL ESTATE INV COR,20975,304000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",617700109,1558481,6/30/2020,MORN,MORNINGSTAR INC,5314,749000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",589492107,1722641,6/30/2020,MREO,MEREO BIOPHARMA GROUP PLC ADS,6,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",597742105,1722641,6/30/2020,MSBI,MIDLAND STS BANCORP INC ILL COM,2496,37000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",57665R106,1645382,6/30/2020,MTCH,MATCH GROUP INC,4382,469000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",553777103,1694461,6/30/2020,MTSC,MTS SYS CORP COM,11,0
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",628464109,1694461,6/30/2020,MYE,MYERS INDS INC COM,16,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",66510M204,1722641,6/30/2020,NAK,NORTHERN DYNASTY MINERALS LTD COM,3250,5000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",636518102,1645382,6/30/2020,NATI,NATIONAL INSTRS CORP,6057,234000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",6.39E+112,1558481,6/30/2020,NAV,NAVISTAR INTERNATIONAL CORP,10081,284000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",18828103,1759803,6/30/2020,NCV,ALLIANZGI CONV INCOME FD,13849,61000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",64079L105,1722641,12/31/2019,NEPT,NEPTUNE WELLNESS SOLUTIONS INC COM,1000,3000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",18915M107,1722641,6/30/2020,NET,CLOUDFLARE INC CL A COM,540,19000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",652526203,1722641,6/30/2020,NEWT,NEWTEK BUSINESS SVCS CORP COM NEW,910,17000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",644535106,1722641,6/30/2020,NGD,NEW GOLD INC CDA COM,100,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",670671106,1722641,6/30/2020,NID,NUVEEN INTER DURATION MN TMFD COM,1500,20000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",3.77E+108,1537014,6/30/2020,None,APOLLO GLOBAL MGMT INC,28475,1422000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",90043100,1558481,6/30/2020,None,BILL.COM HOLDINGS INC,3265,295000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",11282X103,1722641,6/30/2020,None,BROOKFIELD PPTY REIT INC CL A,2092,21000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",14316J108,1558481,6/30/2020,None,CARLYLE GROUP INC/THE,32446,905000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",42968F108,1722641,6/30/2020,None,HIGH INCOME SECS FD SHS BEN INT,796,6000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C870,1722641,6/30/2020,None,INNOVATOR S&P 500 POWER BUFFER ETF - APRIL,4101,106000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46591M109,1722641,6/30/2020,None,JOYY INC ADS REPSTG COM A,60,5000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",876214206,1722641,3/31/2020,None,TARONIS TECHNOLOGIES INC COM NEW,400,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",89366M300,1722641,6/30/2020,None,TRANSENTERIX INC COM,3482,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",92852W303,1722641,6/30/2020,None,VIVEVE MED INC COM,46,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",928542109,1722641,12/31/2019,None,VIVINT SMART HOME INC COM CL A,100,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",Y8897Y164,1722641,6/30/2020,None,TOP SHIPS INC COM NEW,50,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",37950E747,1722641,6/30/2020,NORW,GLOBAL X FDS GLOBAL X FTSE NORWAY30 ET,281,3000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45826J105,1722641,6/30/2020,NTLA,INTELLIA THERAPEUTICS INC COM,9082,191000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",67020Y100,1537014,6/30/2020,NUAN,NUANCE COMMUNICATIONS INC,157000,3973000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",G6674U108,1537014,6/30/2020,NVCR,NOVOCURE LTD,9,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",62945V109,1722641,6/30/2020,NVEE,NV5 GLOBAL INC COM,250,13000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",Y62132108,1722641,6/30/2020,NVGS,NAVIGATOR HOLDINGS LTD SHS,860,6000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46186M407,1722641,12/31/2019,NVIV,INVIVO THERAPEUTICS HLDGS CORP COM,254,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",46185L103,1558481,6/30/2020,NVTA,INVITAE CORP,26129,791000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464287101,1748766,6/30/2020,OEF,ISHARES TR,301,43000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",67103B100,1722641,6/30/2020,OFS,OFS CAP CORP COM,617,3000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",684023302,1722641,6/30/2020,OGEN,ORAGENICS INC COM PAR,100,0
"0001576654    Rikoon Group, LLC
Name: entity, dtype: object",315912808,1576654,6/30/2020,ONEQ,FIDELITY COMWLTH TR,3260,1275000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",68620A104,1722641,6/30/2020,ONVO,ORGANOVO HLDGS INC COM,550,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",680277100,1722641,3/31/2020,OSBC,OLD SECOND BANCORP INC ILL COM,4466,34000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",690370101,1558481,6/30/2020,OSTK,OVERSTOCK.COM INC,16014,455000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",68554V108,1558481,6/30/2020,OSUR,ORASURE TECHNOLOGIES INC,13932,162000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",921078101,1722641,6/30/2020,OUNZ,VAN ECK MERK GOLD TRUST,3534,61000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",72651A207,1558481,6/30/2020,PAGP,PLAINS GP HOLDINGS LP CL A,39491,351000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C680,1722641,6/30/2020,PAUG,INNOVATOR S&P 500 POWER BUFFER ETF - AUGUST,2032,52000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",70387R106,1583751,6/30/2020,PAVM,PAVMED INC,1200,3000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",73754Y100,1722641,6/30/2020,PBPB,POTBELLY CORP COM,800,2000
"0001269950    DELTEC ASSET MANAGEMENT LLC
Name: entity, dtype: object",71654V101,1269950,6/30/2020,PBRA,PETROLEO BRASILEIRO SA PETRO,25000,199000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",46138E784,1748766,6/30/2020,PCY,INVESCO EXCH TRADED FD TR II,5,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C540,1722641,6/30/2020,PDEC,INNOVATOR S&P 500 POWER BUFFER ETF - DECEMBER,9311,247000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46138E735,1722641,6/30/2020,PDN,INVESCO FTSE RAFI DEVELOPED MARKETS EX-U.S. SMALL-MID ETF,7,0
"0000913760    StoneX Group Inc.
Name: entity, dtype: object",46137V837,913760,6/30/2020,PDP,INVESCO EXCHANGE TRADED FD T,2999,202000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",41013T105,1722641,6/30/2020,PDT,HANCOCK JOHN PREM DIVID FD COM SH BEN INT,460,6000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",69423U305,1722641,6/30/2020,PEIX,PACIFIC ETHANOL INC,10500,7000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",46137V571,1748766,6/30/2020,PGJ,INVESCO EXCHANGE TRADED FD T,500,24000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",7.43E+107,1722641,6/30/2020,PGNY,PROGYNY INC COM,47,1000
"0001730890    Harborview Advisors, LLC
Name: entity, dtype: object",46138E719,1730890,6/30/2020,PHB,INVESCO EXCH TRADED FD TR II,14274,258000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",71944F106,1722641,6/30/2020,PHR,PHREESIA INC COM,670,19000
"0001791555    Hubbell Strickland Wealth Management, LLC
Name: entity, dtype: object",85207H104,1791555,6/30/2020,PHYS,SPROTT PHYSICAL GOLD TR,78212,1119000
